Company Name,Index_type,Sector,Industry,Symbol,P/E,MarketCap
The Karnataka Bank Limited,Small,Financial Services,Banks—Regional,KTKBANK,5.006277,19849263104
Surya Roshni Limited,Small,Basic Materials,Steel,SURYAROSNI,13.400172,26300495872
LT Foods Limited,Small,Consumer Defensive,Packaged Foods,DAAWAT,8.027739,21845413888
Mayur Uniquoters Ltd,Small,Consumer Cyclical,Textile Manufacturing,MAYURUNIQ,19.083063,21486403584
Thomas Cook  (India)  Limited,Small,Consumer Cyclical,Travel Services,THOMASCOOK,0,0
Maharashtra Seamless Limited,Small,Basic Materials,Steel,MAHSEAMLES,19.823715,36096286720
Navneet Education Limited,Small,Communication Services,Publishing,NAVNETEDUL,60.467484,20189509632
DFM Foods Limited,Small,Consumer Defensive,Packaged Foods,DFMFOODS,263.6818,14582321152
The Jammu & Kashmir Bank Limited,Small,Financial Services,Banks—Regional,J&KBANK,0,0
Apar Industries Limited,Small,Industrials,Electrical Equipment & Parts,APARINDS,9.659169,24079837184
Somany Ceramics Limited,Small,Industrials,Building Products & Equipment,SOMANYCERA,35.666237,35298045952
Camlin Fine Sciences Limited,Small,Basic Materials,Specialty Chemicals,CAMLINFINE,44.747833,17778581504
ADF Foods Limited,Small,Consumer Defensive,Packaged Foods,ADFFOODS,32.18398,15813950464
Olectra Greentech Limited,Small,Consumer Cyclical,Auto Parts,OLECTRA,364.65073,63952891904
Shriram Pistons & Rings Limited,None,Consumer Cyclical,Auto Parts,SHRIPISTON,9.599569,17159311360
Hikal Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,HIKAL,27.234425,50608898048
Gujarat Mineral Development Corporation Limited,Small,Energy,Thermal Coal,GMDCLTD,0,0
Action Construction Equipment Limited,Small,Industrials,Farm & Heavy Construction Machinery,ACE,22.553213,26370930688
Pilani Investment and Industries Corporation Limited,Small,Financial Services,Asset Management,PILANIINVS,11.488621,19730661376
Himadri Speciality Chemical Limited,Small,Basic Materials,Specialty Chemicals,HSCL,38.648293,24677038080
PDS Multinational Fashions Limited,None,Industrials,Specialty Business Services,PDSMFL,22.859922,45356773376
Kolte - Patil Developers Limited,Small,Real Estate,Real Estate—Development,KOLTEPATIL,23.883928,21551046656
Prime Focus Limited,None,Communication Services,Entertainment,PFOCUS,0,0
Dishman Carbogen Amcis Limited,Small,Healthcare,Biotechnology,DCAL,0,0
Arvind Limited,Small,Consumer Cyclical,Textile Manufacturing,ARVIND,24.69666,34475528192
Dish TV India Limited,Small,Communication Services,Entertainment,DISHTV,0,0
Jaiprakash Associates Limited,Small,Industrials,Conglomerates,JPASSOCIAT,0,0
The Tinplate Company of India Limited,Small,Basic Materials,Steel,TINPLATE,16.503563,38316429312
Sagar Cements Limited,Small,Basic Materials,Building Materials,SAGCEM,17.524137,29906554880
Ramkrishna Forgings Limited,Small,Industrials,Tools & Accessories,RKFORGE,24.845396,29227501568
PSP Projects Limited,Small,Industrials,Engineering & Construction,PSPPROJECT,15.032395,19881242624
Puravankara Limited,Small,Industrials,Engineering & Construction,PURVA,15.817356,29738610688
Amrutanjan Health Care Limited,Small,Healthcare,Drug Manufacturers—Specialty & Generic,AMRUTANJAN,37.548656,23690659840
Jagran Prakashan Limited,Small,Communication Services,Publishing,JAGRAN,11.626817,19647404032
INEOS Styrolution India Limited,Small,Basic Materials,Chemicals,INEOSSTYRO,4.6802897,20626325504
Hester Biosciences Limited,Small,Healthcare,Drug Manufacturers—Specialty & Generic,HESTERBIO,43.461823,19749527552
Ramco Systems Limited,Small,Technology,Software—Application,RAMCOSYS,322.52252,11016733696
Welspun Enterprises Limited,Small,Industrials,Engineering & Construction,WELENT,10.687975,13403808768
Anant Raj Limited,Small,Real Estate,Real Estate—Development,ANANTRAJ,63.16435,22796165120
Automotive Axles Limited,Small,Consumer Cyclical,Auto Parts,AUTOAXLES,40.051224,22214639616
West Coast Paper Mills Limited,Small,Basic Materials,Paper & Paper Products,WSTCSTPAPR,9.171907,16181980160
Swaraj Engines Limited,Small,Consumer Cyclical,Auto Parts,SWARAJENG,13.837872,17288214528
TV Today Network Limited,Small,Communication Services,Broadcasting,TVTODAY,13.724256,24069545984
S H Kelkar and Company Limited,Small,Consumer Defensive,Household & Personal Products,SHK,11.694015,20950525952
D.B.Corp Limited,Small,Communication Services,Publishing,DBCORP,8.182153,15705213952
Maithan Alloys Limited,Small,Basic Materials,Steel,MAITHANALL,8.284726,34529677312
Federal-Mogul Goetze (India) Limited.,Small,Consumer Cyclical,Auto Parts,FMGOETZE,24.829605,12970624000
VA Tech Wabag Limited,Small,Industrials,Waste Management,WABAG,15.326946,19904219136
V.S.T Tillers Tractors Limited,Small,Industrials,Farm & Heavy Construction Machinery,VSTTILLERS,23.343882,23326730240
Inox Wind Limited,Small,Industrials,Specialty Industrial Machinery,INOXWIND,0,0
Dalmia Bharat Sugar and Industries Limited,Small,Consumer Defensive,Confectioners,DALMIASUG,12.385281,33751687168
Jai Corp Limited,Small,Basic Materials,Specialty Chemicals,JAICORPLTD,20.098522,21850849280
Sarda Energy & Minerals Limited,Small,Basic Materials,Steel,SARDAEN,4.432295,30101082112
Tide Water Oil Company (India) Limited,Small,Basic Materials,Specialty Chemicals,TIDEWATER,17.154278,24488560640
Lumax Industries Limited,None,Consumer Cyclical,Auto Parts,LUMAXIND,21.513758,10350695424
The South Indian Bank Limited,Small,Financial Services,Banks—Regional,SOUTHBANK,0,0
Chemcon Speciality Chemicals Limited,Small,Basic Materials,Specialty Chemicals,CHEMCON,19.168537,11890325504
Stove Kraft Limited,Small,Consumer Cyclical,"Furnishings, Fixtures & Appliances",STOVEKRAFT,26.27152,21844604928
Chennai Petroleum Corporation Limited,Small,Energy,Oil & Gas Refining & Marketing,CHENNPETRO,0,0
Gabriel India Limited,Small,Consumer Cyclical,Auto Parts,GABRIEL,19.803484,17944365056
The Orissa Minerals Development Company Limited,Small,Basic Materials,Other Industrial Metals & Mining,ORISSAMINE,0,0
Tejas Networks Limited,Small,Technology,Communication Equipment,TEJASNET,88.63044,50452533248
Filatex India Limited,Small,Consumer Cyclical,Textile Manufacturing,FILATEX,8.9864235,28209674240
J.Kumar Infraprojects Limited,Small,Industrials,Engineering & Construction,JKIL,8.88978,13407927296
Bombay Dyeing & Mfg Company Limited,Small,Consumer Cyclical,Textile Manufacturing,BOMDYEING,0,0
Morepen Laboratories Limited,Small,Healthcare,Drug Manufacturers—Specialty & Generic,MOREPENLAB,18.583708,20422100992
HMT Limited,None,Industrials,Farm & Heavy Construction Machinery,HMT,0,0
Himatsingka Seide Limited,Small,Consumer Cyclical,Textile Manufacturing,HIMATSEIDE,10.113945,19157583872
IIFL Securities Limited,Small,Financial Services,Capital Markets,IIFLSEC,10.575345,27396560896
Kiri Industries Limited,Small,Basic Materials,Specialty Chemicals,KIRIINDUS,4.514457,19329433600
Nucleus Software Exports Limited,Small,Technology,Software—Application,NUCLEUS,21.464933,14467933184
Kalyani Steels Limited,Small,Basic Materials,Steel,KSL,4.8922787,13106672640
Prataap Snacks Limited,Small,Consumer Defensive,Packaged Foods,DIAMONDYD,70.74801,17509113856
Savita Oil Technologies Limited,Small,Basic Materials,Specialty Chemicals,SOTL,5.046068,15432904704
Arvind Fashions Limited,Small,Consumer Cyclical,Apparel Manufacturing,ARVINDFASN,0,0
Capacit'e Infraprojects Limited,Small,Industrials,Engineering & Construction,CAPACITE,15.455455,9462803456
Time Technoplast Limited,Small,Consumer Cyclical,Packaging & Containers,TIMETECHNO,10.516827,17832148992
Heritage Foods Limited,Small,Consumer Defensive,Packaged Foods,HERITGFOOD,13.314286,15135028224
R Systems International Limited,Small,Technology,Information Technology Services,RSYSTEMS,24.223549,33124839424
TVS Srichakra Limited,Small,Consumer Cyclical,Auto Parts,TVSSRICHAK,15.511263,15156302848
Safari Industries (India) Limited,None,Consumer Cyclical,Footwear & Accessories,SAFARI,98.18731,19690397696
Ashiana Housing Limited,Small,Real Estate,Real Estate—Development,ASHIANA,0,0
GTPL Hathway Limited,Small,Communication Services,Entertainment,GTPL,12.729927,24516933632
ITD Cementation India Limited,Small,Industrials,Engineering & Construction,ITDCEM,11.164037,12892199936
Sasken Technologies Limited,Small,Technology,Software—Application,SASKEN,10.505819,14139172864
Dollar Industries Limited,Small,Consumer Cyclical,Apparel Manufacturing,DOLLAR,27.794174,31508629504
Apollo Pipes Limited,None,Industrials,Building Products & Equipment,APOLLOPIPE,34.65064,19367700480
India Glycols Limited,Small,Basic Materials,Chemicals,INDIAGLYCO,7.280134,25450352640
Ganesha Ecosphere Limited,None,Consumer Cyclical,Textile Manufacturing,GANECOS,37.885857,14896382976
Hindustan Oil Exploration Company Limited,Small,Energy,Oil & Gas E&P,HINDOILEXP,44.207386,25483225088
Accelya Solutions India Limited,Small,Technology,Information Technology Services,ACCELYA,27.42418,14941537280
Prakash Industries Limited,Small,Basic Materials,Steel,PRAKASH,7.004644,11355234304
IG Petrochemicals Limited,Small,Basic Materials,Specialty Chemicals,IGPL,7.847645,21919764480
PC Jeweller Limited,Small,Consumer Cyclical,Luxury Goods,PCJEWELLER,14.986911,10657751040
JMC Projects (India)  Limited,Small,Industrials,Engineering & Construction,JMCPROJECT,50.67288,16519743488
RattanIndia Power Limited,Small,Utilities,Utilities—Renewable,RTNPOWER,0,0
GATI Limited,Small,Industrials,Integrated Freight & Logistics,GATI,0,0
Omaxe Limited,None,Real Estate,Real Estate—Development,OMAXE,0,0
Genus Power Infrastructures Limited,Small,Industrials,Electrical Equipment & Parts,GENUSPOWER,22.389824,17408350208
Sandhar Technologies Limited,Small,Consumer Cyclical,Auto Parts,SANDHAR,15.301948,14183938048
Punjab & Sind Bank,Small,Financial Services,Banks—Regional,PSB,6.4516125,68303081472
JSW Ispat Special Products Limited,Small,Basic Materials,Steel,JSWISPL,22.587858,16623053824
Nava Bharat Ventures Limited,Small,Utilities,Utilities—Regulated Electric,NBVENTURES,5.318187,19702251520
Confidence Petroleum India Limited,Small,Energy,Oil & Gas Refining & Marketing,CONFIPET,20.699158,20307492864
Indian Metals & Ferro Alloys Limited,Small,Basic Materials,Steel,IMFA,4.4894686,19351353344
Reliance Power Limited,Small,Utilities,Utilities—Independent Power Producers,RPOWER,208.90411,51851984896
Hindustan Construction Company Limited,Small,Industrials,Engineering & Construction,HCC,5.2359676,28385060864
Dhampur Sugar Mills Limited,Small,Consumer Defensive,Confectioners,DHAMPURSUG,11.334639,26928902144
CARE Ratings Limited,Small,Financial Services,Financial Data & Stock Exchanges,CARERATING,19.652916,15304289280
3i Infotech Limited,None,Technology,Information Technology Services,3IINFOTECH,0,0
Kirloskar Industries Limited,None,Industrials,Metal Fabrication,KIRLOSIND,5.759475,14763058176
Geojit Financial Services Limited,Small,Financial Services,Capital Markets,GEOJITFSL,11.782691,17960624128
Quick Heal Technologies Limited,Small,Technology,Software—Application,QUICKHEAL,12.957701,11647852544
MM Forgings Limited,None,Industrials,Metal Fabrication,MMFL,16.155466,18568949760
Future Consumer Limited,Small,Consumer Defensive,Food Distribution,FCONSUMER,0,0
Mahanagar Telephone Nigam Limited,Small,Communication Services,Telecom Services,MTNL,0,0
Centrum Capital Limited,Small,Financial Services,Financial Conglomerates,CENTRUM,0,0
Mukand Limited,None,Basic Materials,Steel,MUKANDLTD,18.85021,18453483520
Sharda Motor Industries Limited,Small,Consumer Cyclical,Auto Parts,SHARDAMOTR,18.021414,22167879680
PTC India Financial Services Limited,Small,Financial Services,Credit Services,PFS,17.649952,11558239232
DiGiSPICE Technologies Limited,None,Technology,Information Technology Services,DIGISPICE,0,0
Sundaram Finance Holdings Limited,None,Industrials,Specialty Business Services,SUNDARMHLD,12.566137,13728226304
Gujarat Industries Power Company Limited,Small,Utilities,Utilities—Regulated Electric,GIPCL,7.2340426,12128741376
DPSC Limited,None,Utilities,Utilities—Regulated Electric,DPSCLTD,84.53039,14898987008
IFGL Refractories Limited,None,Basic Materials,Building Materials,IFGLEXPOR,14.56525,10582940672
Sunflag Iron And Steel Company Limited,Small,Basic Materials,Steel,SUNFLAG,5.1638494,13489392640
Cosmo Films Limited,Small,Consumer Cyclical,Packaging & Containers,COSMOFILMS,9.965884,31585970176
Astra Microwave Products Limited,Small,Technology,Communication Equipment,ASTRAMICRO,34.554245,18277701632
NXTDIGITAL LIMITED,None,Communication Services,Entertainment,NXTDIGITAL,0,0
Seamec Limited,Small,Industrials,Marine Shipping,SEAMECLTD,24.792103,31001972736
Voltamp Transformers Limited,Small,Industrials,Electrical Equipment & Parts,VOLTAMP,16.90574,19268524032
Lumax Auto Technologies Limited,Small,Consumer Cyclical,Auto Parts,LUMAXTECH,18.146164,12957477888
Bodal Chemicals Limited,Small,Basic Materials,Specialty Chemicals,BODALCHEM,13.038167,13748871168
Panacea Biotec Limited,Small,Healthcare,Biotechnology,PANACEABIO,0,0
Mold-Tek Packaging Limited,Small,Consumer Cyclical,Packaging & Containers,MOLDTKPAC,34.554516,21620133888
Steel Strips Wheels Limited,Small,Consumer Cyclical,Auto Parts,SSWL,13.077219,24410058752
Wheels India Limited,Small,Consumer Cyclical,Auto Parts,WHEELS,22.764822,15720181760
Shalby Limited,Small,Healthcare,Medical Care Facilities,SHALBY,26.267365,15110598656
Wonderla Holidays Limited,Small,Consumer Cyclical,Leisure,WONDERLA,0,0
Jet Airways (India) Limited,None,Industrials,Airlines,JETAIRWAYS,0,0
Electrosteel Castings Limited,Small,Basic Materials,Steel,ELECTCAST,9.775205,18664026112
GOCL Corporation Limited,None,Basic Materials,Specialty Chemicals,GOCLCORP,21.431658,14779054080
KCP Limited,Small,Basic Materials,Building Materials,KCP,6.5980234,15495265280
Punjab Chemicals & Crop Protection Limited,Small,Basic Materials,Chemicals,PUNJABCHEM,26.200602,17902198784
Sadbhav Engineering Limited,Small,Industrials,Engineering & Construction,SADBHAV,0,0
Kewal Kiran Clothing Limited,None,Consumer Cyclical,Apparel Manufacturing,KKCL,23.176996,12602944512
Sanghi Industries Limited,Small,Basic Materials,Building Materials,SANGHIIND,14.57293,13917949952
Yaarii Digital Integrated Services Limited,None,Financial Services,Credit Services,YAARII,0,0
Vidhi Specialty Food Ingredients Limited,None,Basic Materials,Specialty Chemicals,VIDHIING,38.01866,19128934400
Excel Industries Limited,Small,Basic Materials,Specialty Chemicals,EXCELINDUS,19.581518,16732227584
NRB Bearing Limited,Small,Consumer Cyclical,Auto Parts,NRBBEARING,14.081898,13632162816
SMS Pharmaceuticals Limited,Small,Healthcare,Drug Manufacturers—General,SMSPHARMA,10.065116,9159346176
Optiemus Infracom Limited,None,Technology,Electronics & Computer Distribution,OPTIEMUS,24.781706,25589049344
Dredging Corporation of India Limited,Small,Industrials,Engineering & Construction,DREDGECORP,0,0
BF Investment Limited,Small,Financial Services,Asset Management,BFINVEST,3.7601938,12062848000
Man Infraconstruction Limited,Small,Industrials,Engineering & Construction,MANINFRA,24.876743,43083563008
Gallantt Ispat Limited,None,Basic Materials,Steel,GALLISPAT,10.150451,14287465472
Seshasayee Paper and Boards Limited,Small,Basic Materials,Paper & Paper Products,SESHAPAPER,7.4682097,9037659136
Manali Petrochemicals Limited,None,Basic Materials,Specialty Chemicals,MANALIPETC,4.9061985,18352293888
Bliss GVS Pharma Limited,Small,Healthcare,Drug Manufacturers—Specialty & Generic,BLISSGVS,23.345446,9325836288
Tamil Nadu Newsprint & Papers Limited,Small,Basic Materials,Paper & Paper Products,TNPL,0,0
Usha Martin Limited,Small,Basic Materials,Steel,USHAMART,12.671091,27929606144
Indo Rama Synthetics (India) Limited,None,Consumer Cyclical,Textile Manufacturing,INDORAMA,7.4093666,20136171520
Banco Products (I) Limited,Small,Consumer Cyclical,Auto Parts,BANCOINDIA,7.6824284,11550254080
Kesoram Industries Limited,None,Basic Materials,Building Materials,KESORAMIND,5.9556513,14859906048
GTL Infrastructure Limited,None,Technology,Communication Equipment,GTLINFRA,0,0
HSIL Limited,Small,Consumer Cyclical,Packaging & Containers,HSIL,18.149834,19894689792
Butterfly Gandhimathi Appliances Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",BUTTERFLY,43.1688,23330385920
Future Lifestyle Fashions Limited,None,Consumer Cyclical,Apparel Manufacturing,FLFL,0,0
Insecticides (India) Limited,Small,Basic Materials,Agricultural Inputs,INSECTICID,13.27365,13516351488
Shanthi Gears Limited,Small,Industrials,Specialty Industrial Machinery,SHANTIGEAR,41.39194,13870235648
Fairchem Organics Limited,None,Basic Materials,Chemicals,FAIRCHEMOR,29.67229,22448107520
Ester Industries Limited,None,Basic Materials,Specialty Chemicals,ESTER,8.944107,11916973056
Vindhya Telelinks Limited,Small,Industrials,Engineering & Construction,VINDHYATEL,5.2745066,14600305664
Honda India Power Products Limited,None,Industrials,Specialty Industrial Machinery,HONDAPOWER,18.443502,13274222592
Jindal Worldwide Limited,Small,Consumer Cyclical,Textile Manufacturing,JINDWORLD,73.2258,63725252608
Technocraft Industries (India) Limited,None,Industrials,Tools & Accessories,TIIL,10.230456,21872990208
LG Balakrishnan & Bros Limited,Small,Consumer Cyclical,Auto Parts,LGBBROSLTD,9.089242,20237060096
Shakti Pumps (India) Limited,None,Industrials,Specialty Industrial Machinery,SHAKTIPUMP,12.331282,10495093760
BLS International Services Limited,Small,Industrials,Specialty Business Services,BLS,28.800777,24260159488
Shankara Building Products Limited,Small,Consumer Cyclical,Home Improvement Retail,SHANKARA,32.1493,15468976128
Prabhat Dairy Limited,None,Don't Know,Don't Know,PRABHAT,0,0
Apcotex Industries Limited,Small,Basic Materials,Specialty Chemicals,APCOTEXIND,22.164402,18438674432
BF Utilities Limited,Small,Industrials,Engineering & Construction,BFUTILITIE,30.482023,14530276352
HBL Power Systems Limited,Small,Industrials,Electrical Equipment & Parts,HBLPOWER,40.648308,19639265280
Reliance Infrastructure Limited,Small,Utilities,Utilities—Regulated Electric,RELINFRA,0,0
OnMobile Global Limited,None,Communication Services,Telecom Services,ONMOBILE,32.206944,14569596928
Oriental Carbon & Chemicals Limited,Small,Basic Materials,Chemicals,OCCL,10.442195,8657911808
Globus Spirits Limited,None,Consumer Defensive,Beverages—Wineries & Distilleries,GLOBUSSPR,18.819242,37037391872
Jain Irrigation Systems Limited,None,Industrials,Farm & Heavy Construction Machinery,JISLJALEQS,43.6642,21005633536
Ashapura Minechem Limited,None,Basic Materials,Other Industrial Metals & Mining,ASHAPURMIN,6.182244,9917535232
Suven Life Sciences Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,SUVEN,0,0
RPSG VENTURES LIMITED,Small,Technology,Information Technology Services,RPSGVENT,0,0
Texmaco Infrastructure & Holdings Limited,None,Real Estate,Real Estate Services,TEXINFRA,37.9375,7786292736
Gufic Biosciences Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,GUFICBIO,25.190083,20885549056
Parag Milk Foods Limited,Small,Consumer Defensive,Packaged Foods,PARAGMILK,22.917557,10233823232
Cigniti Technologies Limited,Small,Technology,Information Technology Services,CIGNITITEC,15.517551,14558936064
Shree Digvijay Cement Co.Ltd,None,Basic Materials,Building Materials,SHREDIGCEM,13.339136,9918801920
Everest Kanto Cylinder Limited,None,Industrials,Specialty Industrial Machinery,EKC,13.446708,26227679232
Panama Petrochem Limited,None,Energy,Oil & Gas Refining & Marketing,PANAMAPET,6.5119295,15189943296
Thirumalai Chemicals Limited,Small,Basic Materials,Specialty Chemicals,TIRUMALCHM,10.656304,25202804736
Siyaram Silk Mills Limited,Small,Consumer Cyclical,Textile Manufacturing,SIYSIL,15.134277,22854744064
ANDHRA PAPER LIMITED,None,Basic Materials,Paper & Paper Products,ANDHRAPAP,10.94017,8908480512
PNB Gilts Limited,Small,Financial Services,Capital Markets,PNBGILTS,4.243928,11700649984
Arshiya Limited,None,Industrials,Integrated Freight & Logistics,ARSHIYA,0,0
Sirca Paints India Limited,None,Basic Materials,Specialty Chemicals,SIRCA,38.86065,13197959168
Power Mech Projects Limited,None,Industrials,Engineering & Construction,POWERMECH,14.12391,13739887616
Clariant Chemicals (India) Limited,Small,Basic Materials,Specialty Chemicals,CLNINDIA,26.142118,11200443392
Igarashi Motors India Limited,Small,Consumer Cyclical,Auto Parts,IGARASHI,37.220325,12382957568
Anant Raj Global Limited,None,Real Estate,Real Estate—Development,TARC,0,0
Mangalore Chemicals & Fertilizers Limited,None,Basic Materials,Agricultural Inputs,MANGCHEFER,13.367189,9202690048
Pricol Limited,None,Consumer Cyclical,Auto Parts,PRICOLLTD,35.10158,15161996288
India Motor Parts and Accessories Limited,None,Consumer Cyclical,Auto Parts,IMPAL,15.376397,9649419264
Rane Holdings Limited,Small,Consumer Cyclical,Auto Parts,RANEHOLDIN,24.65627,8782274560
Share India Securities Limited,None,Financial Services,Capital Markets,SHAREINDIA,29.019081,37850800128
MPS Limited,None,Communication Services,Publishing,MPSLTD,15.549362,11479991296
India Nippon Electricals Limited,None,Consumer Cyclical,Auto Parts,INDNIPPON,20.429024,10782490624
Indian Hume Pipe Company Limited,Small,Industrials,Engineering & Construction,INDIANHUME,15.635978,10355765248
Max Ventures and Industries Limited,None,Consumer Cyclical,Packaging & Containers,MAXVIL,32.949913,16617661440
Acrysil Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",ACRYSIL,34.040325,19108208640
Pokarna Limited,None,Industrials,Building Products & Equipment,POKARNA,53.605133,22012839936
Satia Industries Limited,Small,Basic Materials,Paper & Paper Products,SATIA,15.219673,10167052288
Music Broadcast Limited,None,Communication Services,Broadcasting,RADIOCITY,0,0
Marine Electricals (India) Limited,None,Industrials,Marine Shipping,MARINE,28.790388,4262608640
Srikalahasthi Pipes Limited,None,Industrials,Metal Fabrication,SRIPIPES,5.676659,9423276032
Thangamayil Jewellery Limited,None,Consumer Cyclical,Luxury Goods,THANGAMAYL,26.028997,15636523008
GFL Limited,None,Communication Services,Entertainment,GFLLIMITED,0,0
Rajratan Global Wire Limited,None,Basic Materials,Steel,RAJRATAN,26.532831,24548976640
PG Electroplast Limited,None,Technology,Electronic Components,PGEL,62.184875,13978718208
The Andhra Sugars Limited,Small,Basic Materials,Chemicals,ANDHRSUGAR,10.958956,19910365184
Visaka Industries Limited,None,Industrials,Building Products & Equipment,VISAKAIND,8.457591,9806194688
SMC Global Securities Limited,None,Financial Services,Capital Markets,SMCGLOBAL,7.4074073,8909624320
NCL Industries Limited,None,Basic Materials,Building Materials,NCLIND,6.017447,8127353344
GM Breweries Limited,Small,Consumer Defensive,Beverages—Wineries & Distilleries,GMBREW,11.969592,11971762176
Associated Alcohols & Breweries Ltd.,None,Consumer Defensive,Beverages—Wineries & Distilleries,ASALCBR,12.74342,8212258304
Aptech Limited,None,Consumer Defensive,Education & Training Services,APTECHT,47.50811,13306216448
Goldiam International Limited,None,Consumer Cyclical,Luxury Goods,GOLDIAM,21.208565,18920013824
Emami Paper Mills Limited,None,,,EMAMIPAP,9.575462,8561612288
Mangalam Cement Limited,None,Basic Materials,Building Materials,MANGLMCEM,7.531949,9769930752
Karda Constructions Limited,None,Real Estate,Real Estate—Development,KARDA,37.30337,10239842304
NACL Industries Limited,None,Basic Materials,Agricultural Inputs,NACLIND,25.052631,16903319552
Snowman Logistics Limited,Small,Industrials,Integrated Freight & Logistics,SNOWMAN,317.094,6198964736
Fiem Industries Limited,None,Consumer Cyclical,Auto Parts,FIEMIND,16.815207,14326416384
GNA Axles Limited,None,Consumer Cyclical,Auto Parts,GNA,10.1852045,11025702912
Foseco India Limited,None,Basic Materials,Chemicals,FOSECOIND,28.590832,9075479552
Fineotex Chemical Limited,None,Basic Materials,Specialty Chemicals,FCL,43.47392,19292301312
Xchanging Solutions Limited,None,Technology,Information Technology Services,XCHANGING,18.891014,11006715904
Texmaco Rail & Engineering Limited,None,Industrials,Specialty Industrial Machinery,TEXRAIL,16.75737,11893097472
EIH Associated Hotels Limited,None,Consumer Cyclical,Lodging,EIHAHOTELS,0,0
Elecon Engineering Company Limited,None,Industrials,Specialty Industrial Machinery,ELECON,14.562785,17483816960
Kingfa Science & Technology (India) Limited,None,Basic Materials,Specialty Chemicals,KINGFA,68.53311,15621313536
Aarti Surfactants Limited,None,Basic Materials,Specialty Chemicals,AARTISURF,40.995113,6489660416
RattanIndia Infrastructure Limited,None,Don't Know,Don't Know,RTNINFRA,0,0
Sterling Tools Limited,None,Industrials,Tools & Accessories,STERTOOLS,15.97618,5653998080
Bajaj Hindusthan Sugar Limited,Small,Consumer Defensive,Confectioners,BAJAJHIND,0,0
TTK Healthcare Limited,None,Healthcare,Drug Manufacturers—General,TTKHLTCARE,27.05553,9968926720
Kellton Tech Solutions Limited,None,Technology,Software—Application,KELLTONTEC,12.209153,9205159936
Entertainment Network (India) Limited,None,Communication Services,Broadcasting,ENIL,0,0
Sadbhav Infrastructure Project Limited,None,Industrials,Engineering & Construction,SADBHIN,0,0
Bhageria Industries Limited,None,Basic Materials,Specialty Chemicals,BHAGERIA,15.464571,10649185280
Kalyani Investment Company Limited,None,Financial Services,Asset Management,KICL,13.712917,7538672128
AVT Natural Products Limited,None,Basic Materials,Specialty Chemicals,AVTNPL,25,14713838592
Taj GVK Hotels & Resorts Limited,None,Consumer Cyclical,Lodging,TAJGVK,0,0
Antony Waste Handling Cell Limited,None,Industrials,Waste Management,AWHCL,13.552903,8357051392
DCW Limited,None,Basic Materials,Chemicals,DCW,24.927452,11211238400
Datamatics Global Services Limited,None,Technology,Information Technology Services,DATAMATICS,13.80184,17342883840
Jayaswal Neco Industries Limited,None,Basic Materials,Steel,JAYNECOIND,5.7818356,23983650816
Take Solutions Limited,Small,Healthcare,Biotechnology,TAKE,0,0
Kitex Garments Limited,None,Consumer Cyclical,Apparel Manufacturing,KITEX,23.751425,16634974208
SML Isuzu Limited,None,Consumer Cyclical,Auto Manufacturers,SMLISUZU,0,0
Apex Frozen Foods Limited,None,Consumer Defensive,Farm Products,APEX,25.845728,9287500800
Vadilal Industries Limited,None,Consumer Defensive,Packaged Foods,VADILALIND,19.928047,8151232512
Sutlej Textiles and Industries Limited,None,Consumer Cyclical,Textile Manufacturing,SUTLEJTEX,13.392569,13581423616
RPG Life Sciences Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,RPGLIFE,18.647322,9160952832
5Paisa Capital Limited,None,Financial Services,Capital Markets,5PAISA,57.42714,10804786176
Spencer's Retail Limited,None,Consumer Cyclical,Department Stores,SPENCERS,0,0
Bharat Bijlee Limited,None,Industrials,Electrical Equipment & Parts,BBL,18.304815,10420527104
Wendt (India) Limited,None,Industrials,Tools & Accessories,WENDT,42.649525,10095511552
Likhitha Infrastructure Limited,None,Energy,Oil & Gas Equipment & Services,LIKHITHA,16.536531,6308054528
Cerebra Integrated Technologies Limited,None,Technology,Computer Hardware,CEREBRAINT,70.54909,10294296576
GIC Housing Finance Limited,None,Financial Services,Mortgage Finance,GICHSGFIN,4.2418103,8004965888
Skipper Limited,None,Industrials,Engineering & Construction,SKIPPER,53.77843,7540371456
Gravita India Limited,None,Industrials,Metal Fabrication,GRAVITA,26.31542,25812846592
Rane Brake Lining Limited,None,Consumer Cyclical,Auto Parts,RBL,17.271547,5877771776
Cantabil Retail India Limited,None,Consumer Cyclical,Apparel Manufacturing,CANTABIL,63.061665,14903884800
Zen Technologies Limited,None,Industrials,Aerospace & Defense,ZENTEC,668.3544,16792511488
TIPS Industries Limited,None,Communication Services,Entertainment,TIPSINDLTD,39.05638,25872556032
Muthoot Capital Services Limited,None,Financial Services,Credit Services,MUTHOOTCAP,0,0
Nureca Limited,None,Healthcare,Medical Devices,NURECA,26.273859,15170302976
Dynamatic Technologies Limited,None,Consumer Cyclical,Auto Parts,DYNAMATECH,0,0
Plastiblends India Limited,None,Basic Materials,Specialty Chemicals,PLASTIBLEN,16.386646,5855366656
